1965 -0.08 -0.17 -0.11 -0.19 -0.14 -0.09 -0.12 -0.03 -0.16 -0.05 -0.07 -0.06 -0.11 -0.13 -0.18 -0.14 -0.08 -0.09 0.05
1966 -0.17 -0.01 0.05 -0.13 -0.11 0.01 0.09 -0.08 -0.02 -0.15 -0.02 -0.06 -0.05 -0.05 -0.08 -0.06 0.01 -0.06 0.05
1967 -0.06 -0.21 0.04 -0.05 0.15 -0.08 0.01 0.01 -0.06 0.08 -0.07 -0.03 -0.02 -0.02 -0.11 0.05 -0.02 -0.01 0.05
1968 -0.26 -0.15 0.20 -0.06 -0.13 -0.08 -0.12 -0.09 -0.18 0.11 -0.03 -0.13 -0.08 -0.07 -0.15 0.01 -0.10 -0.04 0.05
1969 -0.11 -0.14 0.01 0.18 0.19 0.05 -0.03 0.03 0.09 0.13 0.12 0.27 0.07 0.03 -0.12 0.13 0.02 0.11 0.05
1970 0.09 0.22 0.08 0.09 -0.04 -0.02 -0.02 -0.09 0.11 0.06 0.02 -0.12 0.03 0.06 0.19 0.04 -0.04 0.06 0.05
1971 -0.02 -0.19 -0.17 -0.08 -0.05 -0.19 -0.11 -0.03 -0.04 -0.06 -0.05 -0.09 -0.09 -0.09 -0.11 -0.10 -0.11 -0.05 0.05
1972 -0.24 -0.16 0.02 0.00 -0.04 0.06 0.01 0.17 0.02 0.09 0.04 0.19 0.01 -0.01 -0.16 0.00 0.08 0.05 0.05
1973 0.29 0.31 0.27 0.26 0.25 0.17 0.10 0.03 0.09 0.14 0.06 -0.06 0.16 0.18 0.26 0.26 0.10 0.10 0.05
1974 -0.15 -0.29 -0.06 -0.12 -0.02 -0.07 -0.05 0.10 -0.12 -0.08 -0.07 -0.09 -0.08 -0.08 -0.17 -0.07 0.00 -0.09 0.05
1975 0.07 0.06 0.13 0.05 0.16 0.00 -0.01 -0.19 -0.03 -0.09 -0.16 -0.17 -0.02 -0.01 0.01 0.11 -0.07 -0.09 0.05
1976 -0.01 -0.06 -0.21 -0.08 -0.24 -0.16 -0.10 -0.14 -0.09 -0.26 -0.04 0.10 -0.11 -0.13 -0.08 -0.18 -0.13 -0.13 0.05
1977 0.19 0.22 0.25 0.27 0.30 0.24 0.20 0.16 0.00 0.02 0.17 0.03 0.17 0.18 0.17 0.27 0.20 0.06 0.05
1978 0.06 0.14 0.21 0.15 0.06 -0.02 0.03 -0.18 0.05 0.00 0.15 0.10 0.06 0.06 0.08 0.14 -0.06 0.07 0.05
1979 0.12 -0.10 0.18 0.13 0.05 0.13 0.02 0.13 0.25 0.24 0.28 0.47 0.16 0.13 0.04 0.12 0.10 0.26 0.05
1980 0.30 0.43 0.30 0.33 0.35 0.17 0.28 0.23 0.19 0.18 0.29 0.19 0.27 0.29 0.40 0.33 0.23 0.22 0.05
1981 0.55 0.41 0.49 0.31 0.24 0.31 0.34 0.32 0.17 0.14 0.24 0.43 0.33 0.31 0.38 0.35 0.32 0.18 0.05
1982 0.10 0.15 -0.01 0.10 0.16 0.05 0.13 0.07 0.14 0.13 0.15 0.43 0.13 0.13 0.23 0.08 0.09 0.14 0.05
1983 0.52 0.40 0.42 0.31 0.36 0.20 0.18 0.33 0.39 0.16 0.32 0.18 0.31 0.34 0.45 0.36 0.24 0.29 0.05
1984 0.30 0.17 0.29 0.08 0.33 0.06 0.17 0.16 0.21 0.16 0.06 -0.05 0.16 0.18 0.21 0.24 0.13 0.14 0.05
1985 0.22 -0.05 0.17 0.11 0.17 0.18 -0.01 0.15 0.15 0.12 0.09 0.15 0.12 0.10 0.04 0.15 0.11 0.12 0.05
1986 0.29 0.38 0.28 0.24 0.24 0.11 0.11 0.12 0.00 0.13 0.11 0.17 0.18 0.18 0.27 0.25 0.11 0.08 0.05
1987 0.36 0.46 0.16 0.23 0.25 0.37 0.45 0.28 0.39 0.32 0.26 0.48 0.33 0.31 0.33 0.21 0.37 0.32 0.05
1988 0.57 0.43 0.51 0.45 0.44 0.43 0.35 0.47 0.41 0.40 0.12 0.33 0.41 0.42 0.49 0.47 0.41 0.31 0.05
1989 0.15 0.35 0.37 0.33 0.17 0.15 0.34 0.37 0.37 0.32 0.21 0.39 0.29 0.29 0.28 0.29 0.29 0.30 0.05
1990 0.41 0.42 0.77 0.55 0.46 0.39 0.44 0.30 0.29 0.42 0.46 0.41 0.44 0.44 0.40 0.59 0.38 0.39 0.05
1991 0.41 0.50 0.35 0.52 0.38 0.53 0.48 0.40 0.48 0.30 0.31 0.33 0.41 0.42 0.44 0.41 0.47 0.37 0.05
1992 0.44 0.42 0.47 0.24 0.32 0.26 0.12 0.08 0.00 0.09 0.03 0.21 0.22 0.23 0.39 0.34 0.15 0.04 0.05
1993 0.38 0.39 0.36 0.27 0.28 0.26 0.28 0.13 0.10 0.23 0.07 0.16 0.24 0.25 0.33 0.30 0.22 0.13 0.05
1994 0.28 0.03 0.27 0.41 0.28 0.43 0.31 0.22 0.29 0.42 0.46 0.36 0.31 0.30 0.15 0.32 0.32 0.39 0.05
1995 0.51 0.78 0.46 0.48 0.27 0.41 0.48 0.47 0.33 0.48 0.45 0.29 0.45 0.46 0.55 0.40 0.45 0.42 0.05
1996 0.25 0.48 0.32 0.36 0.28 0.25 0.36 0.49 0.26 0.19 0.41 0.41 0.34 0.33 0.34 0.32 0.37 0.29 0.05
1997 0.32 0.38 0.53 0.36 0.37 0.54 0.35 0.42 0.54 0.63 0.65 0.59 0.47 0.46 0.37 0.42 0.44 0.61 0.05
1998 0.60 0.90 0.64 0.64 0.69 0.77 0.69 0.66 0.42 0.45 0.49 0.56 0.63 0.63 0.70 0.66 0.71 0.45 0.05
1999 0.48 0.66 0.35 0.33 0.32 0.37 0.38 0.32 0.41 0.39 0.38 0.43 0.40 0.41 0.57 0.33 0.36 0.40 0.05
2000 0.24 0.57 0.58 0.57 0.37 0.41 0.40 0.43 0.41 0.28 0.33 0.29 0.41 0.42 0.41 0.51 0.41 0.34 0.05
2001 0.43 0.45 0.56 0.51 0.58 0.55 0.61 0.49 0.55 0.51 0.70 0.56 0.54 0.52 0.39 0.55 0.55 0.59 0.05
2002 0.75 0.76 0.91 0.57 0.64 0.56 0.62 0.54 0.64 0.56 0.58 0.44 0.63 0.64 0.69 0.71 0.57 0.59 0.05
2003 0.73 0.55 0.58 0.55 0.61 0.48 0.54 0.66 0.65 0.75 0.53 0.74 0.62 0.59 0.58 0.58 0.56 0.65 0.05
2004 0.59 0.73 0.65 0.63 0.41 0.44 0.25 0.45 0.51 0.64 0.71 0.51 0.54 0.56 0.69 0.56 0.38 0.62 0.05
2005 0.72 0.57 0.71 0.68 0.64 0.66 0.65 0.62 0.76 0.77 0.72 0.66 0.68 0.67 0.60 0.68 0.64 0.75 0.05
2006 0.57 0.69 0.62 0.50 0.47 0.64 0.52 0.70 0.62 0.67 0.70 0.74 0.62 0.61 0.64 0.53 0.62 0.66 0.05
2007 0.95 0.70 0.69 0.74 0.66 0.58 0.60 0.57 0.60 0.57 0.55 0.46 0.64 0.66 0.80 0.70 0.59 0.57 0.05
2008 0.23 0.34 0.73 0.52 0.47 0.45 0.59 0.43 0.63 0.63 0.65 0.53 0.52 0.51 0.34 0.57 0.49 0.64 0.05
2009 0.61 0.51 0.52 0.59 0.65 0.65 0.71 0.66 0.68 0.64 0.76 0.66 0.64 0.63 0.55 0.59 0.67 0.69 0.05
2010 0.73 0.80 0.92 0.85 0.73 0.63 0.60 0.63 0.59 0.69 0.78 0.46 0.70 0.72 0.73 0.83 0.62 0.68 0.05
2011 0.49 0.51 0.62 0.62 0.50 0.56 0.71 0.71 0.54 0.63 0.55 0.53 0.58 0.57 0.49 0.58 0.66 0.57 0.05
2012 0.45 0.47 0.56 0.68 0.74 0.62 0.54 0.61 0.72 0.75 0.74 0.52 0.62 0.62 0.48 0.66 0.59 0.73 0.05
2013 0.66 0.55 0.66 0.52 0.58 0.65 0.57 0.66 0.77 0.67 0.78 0.65 0.64 0.63 0.58 0.59 0.63 0.74 0.05
2014 0.73 0.52 0.76 0.77 0.85 0.66 0.56 0.80 0.88 0.81 0.66 0.78 0.73 0.72 0.63 0.79 0.67 0.78 0.05
2015 0.81 0.87 0.90 0.74 0.75 0.79 0.71 0.78 0.82 10.07 10.02 10.10 0.86 0.84 0.82 0.80 0.76 0.97 0.05
2016 10.15 10.34 10.30 10.07 0.91 0.78 0.82 0.99 0.87 0.89 0.90 0.82 0.99 10.01 10.20 10.09 0.86 0.89 0.05
2017 0.96 10.12 10.12 0.92 0.88 0.70 0.81 0.87 0.75 0.87 0.84 0.88 0.89 0.89 0.97 0.97 0.79 0.82 0.05
2018 0.77 0.79 0.89 *** *** *** *** *** *** *** *** *** *** *** 0.82 *** *** *** 0.05
